"Team","IP","K/9+","BB/9+","K/BB+","HR/9+","K%+","BB%+","AVG+","WHIP+","BABIP+","LOB%+","ERA-","FIP-","xFIP-","LD%+","GB%+","FB%+"
"OAK","1448.1","105","98","108","84","108","100","92","92","93","104","86","97","","","",""
"CAL","1454.1","101","89","114","91","104","91","97","94","98","106","86","92","","","",""
"LAD","1463.1","111","97","114","83","113","99","96","95","100","105","87","92","","","",""
"KCR","1451.2","111","87","127","70","113","89","99","95","103","100","91","87","","","",""
"TOR","1466.2","95","90","104","79","97","92","98","95","98","100","91","91","","","",""
"CLE","1453.0","95","86","111","87","97","87","98","95","98","100","93","94","","","",""
"CHC","1460.1","97","102","95","93","97","102","101","102","101","101","93","97","","","",""
"STL","1461.0","89","93","96","74","90","93","99","97","98","99","96","96","","","",""
"MIL","1432.1","93","88","105","106","93","89","102","99","100","101","97","101","","","",""
"NYM","1454.1","118","103","115","102","118","103","94","96","97","102","97","97","","","",""
"SDP","1457.1","99","93","107","117","100","93","101","99","99","102","97","101","","","",""
"SFG","1457.0","85","91","93","106","86","92","99","96","95","102","98","105","","","",""
"TEX","1434.1","127","126","101","96","127","126","92","99","96","98","99","98","","","",""
"BOS","1460.1","118","104","114","105","118","104","100","101","103","99","99","96","","","",""
"ATL","1447.2","103","91","113","101","103","91","101","99","102","96","99","92","","","",""
"MON","1468.1","111","99","111","105","112","100","100","99","102","101","100","98","","","",""
"SEA","1438.0","102","108","95","93","102","107","99","102","100","98","101","97","","","",""
"CIN","1464.1","103","107","97","110","102","105","103","105","103","99","103","99","","","",""
"BAL","1448.1","77","93","81","109","77","93","104","102","100","102","105","107","","","",""
"PIT","1487.2","86","102","84","104","85","101","101","101","98","99","106","107","","","",""
"MIN","1429.1","98","97","101","114","97","96","104","103","102","99","106","104","","","",""
"CHW","1422.0","90","105","85","119","88","104","103","104","100","99","109","112","","","",""
"HOU","1479.1","101","104","96","91","100","103","100","102","101","98","109","105","","","",""
"PHI","1433.1","97","120","80","114","94","117","105","110","104","97","114","110","","","",""
"NYY","1414.2","91","102","89","125","89","100","108","108","105","97","117","110","","","",""
"DET","1427.1","96","127","75","123","92","122","105","112","103","98","118","113","","","",""
