"Team","IP","K/9+","BB/9+","K/BB+","HR/9+","K%+","BB%+","AVG+","WHIP+","BABIP+","LOB%+","ERA-","FIP-","xFIP-","LD%+","GB%+","FB%+"
"CHC","1459.2","109","94","115","91","114","99","84","84","86","107","76","91","91","98","104","96"
"WSN","1459.2","111","89","124","86","115","92","92","90","97","104","83","87","93","98","96","106"
"CLE","1445.0","109","95","114","95","111","97","95","94","97","100","88","91","89","99","106","94"
"TOR","1459.1","101","94","107","92","103","95","94","93","95","102","90","95","95","99","105","94"
"BOS","1439.2","106","101","105","90","107","102","96","96","98","99","91","95","99","101","94","107"
"SFG","1460.1","99","84","118","88","102","86","96","91","96","103","91","96","97","93","100","104"
"NYM","1447.0","106","84","124","85","108","86","100","96","104","104","92","88","92","105","98","99"
"LAD","1453.0","114","89","128","92","118","92","92","89","97","102","93","89","91","100","95","107"
"TEX","1443.0","90","110","82","103","89","109","101","104","98","99","97","104","106","101","103","96"
"MIL","1434.1","90","103","87","101","89","102","104","104","101","101","97","104","107","99","102","98"
"NYY","1428.1","110","92","119","110","111","93","97","95","98","101","98","95","91","94","106","96"
"KCR","1440.0","100","107","94","105","99","106","101","102","100","103","99","106","102","96","100","102"
"CHW","1446.2","99","107","92","94","98","106","100","102","100","101","99","100","103","103","97","102"
"BAL","1432.0","98","113","86","94","97","112","100","103","101","101","100","98","102","102","101","97"
"SEA","1457.0","102","94","107","108","102","95","99","97","98","102","100","103","98","99","98","103"
"STL","1448.1","98","91","107","89","98","91","102","99","102","99","100","95","94","101","110","86"
"DET","1428.0","97","96","100","94","97","96","101","100","101","99","101","97","102","93","101","104"
"HOU","1468.0","107","92","117","91","108","93","100","98","103","100","101","92","91","104","102","95"
"COL","1429.1","94","106","88","103","91","103","108","110","106","94","102","99","102","102","109","87"
"TBR","1426.1","107","102","104","108","107","102","99","100","100","101","102","103","99","99","93","110"
"MIA","1435.0","106","115","91","86","105","115","99","103","102","102","103","99","102","108","95","102"
"PIT","1450.2","93","102","91","101","92","100","105","105","103","100","104","105","103","101","104","94"
"LAA","1421.1","90","104","86","108","89","103","105","105","101","102","105","110","110","104","92","107"
"ATL","1447.2","93","105","89","99","92","104","100","102","98","97","109","107","108","95","99","105"
"SDP","1440.0","93","110","85","103","92","108","102","104","99","98","110","107","107","94","103","100"
"OAK","1433.1","93","96","96","95","92","95","102","101","101","97","110","102","101","98","105","95"
"PHI","1437.0","99","90","110","120","99","90","104","101","102","97","112","103","102","107","91","108"
"CIN","1442.0","95","123","77","145","92","119","103","109","97","100","116","123","116","98","92","112"
"ARI","1451.1","100","115","86","113","96","111","108","112","107","95","116","108","105","101","102","97"
"MIN","1443.0","93","99","94","113","90","96","110","110","107","93","118","106","104","107","97","99"
