"Team","IP","K/9+","BB/9+","K/BB+","HR/9+","K%+","BB%+","AVG+","WHIP+","BABIP+","LOB%+","ERA-","FIP-","xFIP-","LD%+","GB%+","FB%+"
"TOR","1462.2","105","94","111","86","107","96","91","91","93","103","85","91","","","",""
"LAD","1458.0","107","95","112","80","108","96","96","96","99","104","86","92","","","",""
"MIN","1449.1","95","89","107","100","97","90","98","95","97","103","86","98","","","",""
"CAL","1441.2","108","99","109","102","110","101","97","96","98","104","90","96","","","",""
"ATL","1452.2","101","92","110","99","103","93","96","94","96","99","91","95","","","",""
"SEA","1464.1","108","113","95","97","108","113","97","100","99","104","92","100","","","",""
"BOS","1439.2","109","97","112","107","110","98","99","98","100","100","93","98","","","",""
"CHW","1478.0","98","107","91","109","101","110","92","94","90","103","95","106","","","",""
"KCR","1466.0","108","95","112","75","107","95","100","100","104","98","95","93","","","",""
"PIT","1456.2","96","77","125","98","98","78","103","96","102","101","95","95","","","",""
"SDP","1452.2","96","87","110","116","97","88","101","97","99","102","96","99","","","",""
"NYM","1437.1","109","79","137","91","109","80","102","97","105","99","98","89","","","",""
"MON","1440.1","96","113","85","94","96","113","98","101","97","100","100","105","","","",""
"STL","1435.1","87","88","99","97","88","89","102","98","99","100","101","102","","","",""
"CIN","1440.0","105","108","97","107","104","107","101","103","102","99","102","98","","","",""
"CLE","1441.1","94","81","117","80","93","80","106","101","106","95","104","91","","","",""
"MIL","1463.2","92","95","97","105","92","94","102","101","101","100","104","105","","","",""
"PHI","1463.0","103","127","81","92","100","124","98","106","99","101","104","106","","","",""
"CHC","1456.2","97","103","93","98","96","102","102","103","102","96","105","99","","","",""
"NYY","1444.0","102","92","110","110","102","92","104","102","104","98","108","99","","","",""
"DET","1450.1","80","108","74","106","79","106","107","109","103","99","109","106","","","",""
"TEX","1479.0","109","118","92","107","106","115","101","106","102","98","110","106","","","",""
"HOU","1453.0","108","125","87","108","106","122","99","106","100","99","112","112","","","",""
"SFG","1442.0","95","105","91","121","95","104","103","103","101","101","114","110","","","",""
"BAL","1457.2","94","91","103","105","94","91","105","102","104","96","114","101","","","",""
"OAK","1444.1","97","120","81","112","96","117","100","105","98","100","117","113","","","",""
