"Team","IP","K/9+","BB/9+","K/BB+","HR/9+","K%+","BB%+","AVG+","WHIP+","BABIP+","LOB%+","ERA-","FIP-","xFIP-","LD%+","GB%+","FB%+"
"MIN","1476.0","106","79","135","88","109","81","99","93","102","104","87","91","91","99","102","98"
"ATL","1450.0","94","96","98","86","95","97","101","99","101","104","87","95","95","104","106","90"
"CHC","1465.1","123","99","124","93","124","100","94","94","99","104","88","89","88","100","101","99"
"BOS","1451.1","109","83","131","86","111","84","95","91","98","98","89","92","92","97","104","97"
"STL","1453.2","96","81","118","94","99","83","95","90","95","103","89","96","92","98","108","91"
"OAK","1471.1","98","100","99","87","100","101","97","96","98","103","90","96","97","97","108","93"
"TEX","1439.2","95","102","92","99","94","101","101","102","100","102","92","99","102","102","102","97"
"HOU","1443.0","119","97","122","98","120","98","98","97","103","103","93","92","89","103","99","99"
"ANA","1454.1","112","93","120","91","113","94","98","96","101","103","96","93","95","95","96","108"
"LAD","1453.1","98","95","103","99","100","98","96","95","96","103","96","99","100","100","93","109"
"MON","1447.0","95","107","89","107","95","106","101","103","100","101","97","105","103","101","100","99"
"NYM","1449.0","90","109","83","87","89","108","99","102","98","101","97","102","104","98","103","98"
"MIL","1442.0","102","88","116","92","102","88","98","96","99","96","99","92","96","97","99","103"
"FLA","1439.0","104","95","109","93","106","97","98","96","99","101","99","97","95","99","98","103"
"PIT","1428.0","101","107","94","84","101","107","101","102","103","99","100","97","99","100","101","99"
"PHI","1462.2","98","91","107","118","98","92","101","98","98","100","101","103","101","96","95","109"
"SDP","1441.0","100","78","128","103","102","79","100","94","100","101","102","99","94","100","96","104"
"SFG","1457.0","94","100","93","89","93","100","100","100","100","98","102","102","101","98","101","100"
"BAL","1455.1","105","127","82","85","103","125","98","106","101","99","103","97","103","97","105","96"
"NYY","1443.2","102","83","123","99","103","84","101","97","102","98","103","95","96","98","99","103"
"TOR","1421.0","94","115","81","100","93","114","101","105","100","100","103","103","104","102","102","96"
"CHW","1432.1","99","99","100","122","100","100","101","100","99","100","104","102","98","103","100","99"
"TBD","1417.0","91","110","82","106","90","109","99","102","96","98","105","109","109","102","94","106"
"KCR","1420.1","87","98","89","114","85","96","108","107","104","97","106","106","107","104","94","105"
"CLE","1466.2","106","106","100","107","105","105","101","103","102","99","107","105","98","105","100","97"
"SEA","1459.1","99","106","93","114","99","106","98","100","97","102","107","109","106","102","90","111"
"ARI","1436.0","107","124","87","111","104","120","101","108","102","94","109","105","101","103","104","94"
"DET","1439.2","96","99","97","103","96","99","102","101","101","98","110","103","99","97","105","96"
"COL","1435.1","88","129","68","112","84","123","110","117","107","96","114","110","112","100","102","98"
"CIN","1443.2","92","105","87","132","89","102","106","108","102","96","119","113","106","102","96","105"
